id,symbol,type,entryPrice,initialSize,currentSize,stopLoss,openTime,closeTime,closePrice,pnl,status,strategy
quant-1769807208976,XAUUSD,SELL,4846.635,0.01,0.01,4852,1769807208976,1769807213283,4852.25,-4.813332602379282,CLOSED,AI_AGENT
quant-1769807872441,XAUUSD,SELL,4855.47,0.01,0.01,4865,1769807872441,1769808056896,4864.985000000001,-7.882989837591388,CLOSED,AI_AGENT
quant-1769808955745,XAUUSD,SELL,4868.645,0.01,0.01,4875,1769808955745,1769809016343,4873.925,-4.769370771979955,CLOSED,AI_AGENT
quant-1769990836380,XAUUSD,SELL,4786.965,0.01,0.01,4795,1769990836380,1769990906384,4793.985000000001,-5.9036360118146005,CLOSED,AI_AGENT
quant-1769991196764,XAUUSD,SELL,4831.265,0.01,0.01,4840,1769991196764,1769991211063,4839.495000000001,-6.995073891625642,CLOSED,AI_AGENT
quant-1770000755352,XAUUSD,SELL,4725.525,0.01,0.01,4735,1770000755352,1770000833187,4734.305,-7.031269975198793,CLOSED,AI_AGENT
quant-1770002920702,XAUUSD,SELL,4696.975,0.01,0.002,4654.64435,1770002920702,1770003725487,4653.66,18.085806109292957,CLOSED,AI_AGENT
quant-1770006106019,XAUUSD,SELL,4686.965,0.01,0.006,4686.965,1770006106019,1770006445391,4686.68,3.117067127498891,CLOSED,AI_AGENT
quant-1770008354352,XAUUSD,SELL,4679.42,0.01,0.01,4685,1770008354352,1770008464304,4684.1,-4.202555884857278,CLOSED,AI_AGENT
quant-1770008775967,XAUUSD,SELL,4685.825,0.01,0.002,4673.880275,1770008775967,1770009417946,4673.62,13.363268802394785,CLOSED,AI_AGENT
quant-1770009918411,XAUUSD,SELL,4665.79,0.01,0.002,4644.146875,1770009918411,1770010524098,4643.030000000001,14.861056403743897,CLOSED,AI_AGENT
quant-1770010278814,XAUUSD,SELL,4638.875,0.01,0.006,4638.875,1770010278814,1770010426687,4637.795,3.7413883731277493,CLOSED,AI_AGENT
quant-1770012081296,XAUUSD,SELL,4557.84,0.01,0.01,4565,1770012081296,1770012083912,4563.98,-5.513932918691402,CLOSED,AI_AGENT
quant-1770012502146,XAUUSD,SELL,4526.135,0.01,0.01,4535,1770012502146,1770012505310,4533.66,-6.491939023319777,CLOSED,AI_AGENT
quant-1770017433546,XAUUSD,SELL,4560.09,0.01,0.002,4548.895375,1770017433546,1770017824445,4547.844999999999,13.624869410946548,CLOSED,AI_AGENT
quant-1770022491127,XAUUSD,SELL,4647.385,0.01,0.002,4627.8585,1770022491127,1770023096562,4627.735000000001,14.583353775864396,CLOSED,AI_AGENT
quant-1770022852055,XAUUSD,SELL,4638.34,0.01,0.002,4627.8585,1770022852055,1770023096555,4627.735000000001,13.962874572804918,CLOSED,AI_AGENT
quant-1770025017397,XAUUSD,SELL,4697.014999999999,0.01,0.01,4705.5,1770025017397,1770025263223,4704.985000000001,-6.354362465099065,CLOSED,AI_AGENT
quant-1770026219408,XAUUSD,SELL,4722.385,0.01,0.006,4722.385,1770026219408,1770026456077,4722.395,2.968201226966885,CLOSED,AI_AGENT
quant-1770026531132,XAUUSD,SELL,4725.07,0.01,0.01,4731.5,1770026531132,1770026555800,4730.88,-5.112403595456611,CLOSED,AI_AGENT
quant-1770026883197,XAUUSD,BUY,4711.085,0.02,0.02,4707,1770026883198,1770026889230,4707.395,-6.3830873716999434,CLOSED,AI_AGENT
quant-1770027847560,XAUUSD,SELL,4689.125,0.02,0.02,4692.5,1770027847560,1770027849726,4691.5599999999995,-5.215551827266494,CLOSED,AI_AGENT
quant-1770028096231,XAUUSD,SELL,4675.0599999999995,0.02,0.02,4680,1770028096231,1770028160914,4679.005,-7.322187175233557,CLOSED,AI_AGENT
quant-1770028625274,XAUUSD,BUY,4670.370000000001,0.01,0.01,4665.37,1770028625274,1770028638921,4666.135,-3.685579894980015,CLOSED,AI_AGENT
quant-1770029708942,XAUUSD,SELL,4697.93,0.01,0.01,4702.93,1770029708942,1770029721005,4702.280000000001,-3.773295722016905,CLOSED,AI_AGENT
quant-1770030431412,XAUUSD,SELL,4714.155000000001,0.01,0.01,4720.5,1770030431412,1770030438181,4719.82,-4.89417844590602,CLOSED,AI_AGENT
quant-1770030792076,XAUUSD,SELL,4732.014999999999,0.01,0.01,4737,1770030792076,1770030802485,4736.674999999999,-3.814300158047344,CLOSED,AI_AGENT
quant-1770031272796,XAUUSD,BUY,4750.585,0.01,0.01,4743.26,1770031272796,1770031635812,4740.905,-8.036069293314945,CLOSED,AI_AGENT
quant-1770031935049,XAUUSD,SELL,4756.795,0.01,0.01,4765,1770031935049,1770032212708,4768.025,-8.946024799416724,CLOSED,AI_AGENT
quant-1770032235791,XAUUSD,SELL,4770.67,0.01,0.01,4780,1770032235791,1770032808530,4780.07,-7.512402033970048,CLOSED,AI_AGENT
quant-1770032535815,XAUUSD,SELL,4772.665,0.01,0.01,4780,1770032535815,1770032808521,4780.07,-6.055915925343276,CLOSED,AI_AGENT
quant-1770032896666,XAUUSD,SELL,4776.67,0.02,0.012,4776.67,1770032896666,1770033629514,4776.39,6.772756513529015,CLOSED,AI_AGENT
quant-1770033258181,XAUUSD,SELL,4763.995,0.01,0.01,4772,1770033258181,1770033356065,4771.775,-6.18007264231882,CLOSED,AI_AGENT
quant-1770033559130,XAUUSD,SELL,4765.335,0.01,0.01,4772,1770033559130,1770033605442,4773.639999999999,-7.017812763441524,CLOSED,AI_AGENT
quant-1770034342276,XAUUSD,SELL,4769.215,0.01,0.006,4769.215,1770034342276,1770034573137,4768.62,3.4810874870824215,CLOSED,AI_AGENT
