id,symbol,type,entryPrice,initialSize,currentSize,stopLoss,openTime,closeTime,closePrice,pnl,status,strategy
516c6bc1-de64-47a0-8b41-550673f4be7d,NAS100,BUY,24986.3,0.14,0.14,24948.82055,1764092591596,1764093481681,24948.8,-5.32,CLOSED,AI_AGENT
ca425f58-7c6e-4ea5-8ce5-13b4280ee7de,XAU/USD,BUY,4150.9,0.85,0.85,4144.67365,1764091802489,1764093259779,4144.77,-5.592999999999938,CLOSED,AI_AGENT
dd009593-3d38-4964-8d3d-d24c8aa8050f,NAS100,BUY,24941.8,0.14,0.14,24984.7902,1764091781916,1764092553483,24984.4,5.9080000000001025,CLOSED,AI_AGENT
36113dd6-ab20-4353-a20d-732d2193f1c5,NAS100,BUY,24852.3,0.14,0.14,24941.5335,1764090130297,1764091729848,24941.8,12.46,CLOSED,AI_AGENT
1b6fbc6f-e2ef-46e0-aee1-767a750ebe56,XAU/USD,BUY,4145.24,0.81,0.81,4149.47637,1764090031372,1764091761296,4150,3.426300000000383,CLOSED,AI_AGENT
0d896c36-b284-443f-8d2e-68f6732281f6,XAU/USD,BUY,4145.24,0.81,0.81,4149.47637,1764090031370,1764091761296,4150,3.426300000000383,CLOSED,TREND_FOLLOW
4829478c-40ab-4093-a173-1ab8ac7336bf,XAU/USD,BUY,4139.36,0.8,0.8,4145.64021,1764088017494,1764090031051,4145.5650000000005,4.688000000000466,CLOSED,AI_AGENT
c57094ce-01fe-4a2b-be50-cd57486d2861,NAS100,BUY,24790.6,0.13,0.13,24847.8273,1764088010171,1764090120309,24848.3,7.436000000000095,CLOSED,TREND_FOLLOW
f9d08e8f-11d3-4d8b-bb69-842e5ee70bda,NAS100,BUY,24812.9,0.14,0.14,24775.680650000002,1764087806497,1764087986575,24776.25,-5.222000000000408,CLOSED,TREND_FOLLOW
a7082025-7dc5-4f62-b5c1-0ceba7e1ef5a,XAU/USD,SELL,4135.73,0.8,0.8,4141.9335949999995,1764087482741,1764088017228,4138.9,-2.536000000000058,CLOSED,TREND_FOLLOW
40ae7a84-fdc2-445f-b913-a396503a94a7,NAS100,BUY,24730.4,0.13,0.13,24802.2729,1764087060804,1764087783423,24801.949999999997,9.216999999999716,CLOSED,TREND_FOLLOW
030316cc-70aa-461e-af3a-3f0ce7618645,NAS100,BUY,24757.6,0.13,0.13,24720.4636,1764086451878,1764087047865,24720.949999999997,-4.848999999999905,CLOSED,TREND_FOLLOW
35a66618-4070-452f-962a-fa0419580700,XAU/USD,BUY,4123.26,0.78,0.78,4136.08977,1764086212937,1764087467642,4136.5650000000005,9.991799999999603,CLOSED,AI_AGENT
45ac00dd-6e76-446d-aebf-6076d6d64acb,XAU/USD,SELL,4121.35,0.79,0.79,4127.532025,1764086212390,1764086212678,4121.765,-0.3278499999999713,CLOSED,TREND_FOLLOW
0697460e-a73a-4d5e-96e7-034a781caa62,XAU/USD,SELL,4121.21,0.79,0.79,4127.391815,1764086211853,1764086212127,4121.665000000001,-0.359450000000661,CLOSED,TREND_FOLLOW
98d55f4c-235e-4c1c-9297-82a5d93468c8,XAU/USD,SELL,4121.07,0.79,0.79,4127.251605,1764086211062,1764086211317,4121.405000000001,-0.26465000000074723,CLOSED,TREND_FOLLOW
18d28487-b69c-4a36-9993-cdba9543518c,XAU/USD,SELL,4121.09,0.79,0.79,4127.271635,1764086210298,1764086210556,4121.37,-0.22119999999979884,CLOSED,TREND_FOLLOW
44014658-6d35-4c8a-965e-fe2716a2325b,XAU/USD,SELL,4121.06,0.79,0.79,4127.2415900000005,1764086209527,1764086209785,4121.465,-0.31994999999979884,CLOSED,TREND_FOLLOW
3dc9f8a0-8c7e-4683-ad3b-8e4d0c87809b,XAU/USD,SELL,4121.11,0.79,0.79,4127.291665,1764086208214,1764086208475,4121.365,-0.20145000000008623,CLOSED,TREND_FOLLOW
b8ea7d2f-ada8-405a-b6b6-27608b3047e3,NAS100,BUY,24721.8,0.13,0.13,24759.8154,1764085920855,1764086355834,24760.3,4.94,CLOSED,TREND_FOLLOW
a2d2f723-fa8d-42d9-ad7c-167f7250cdc4,NAS100,BUY,24751.6,0.13,0.13,24714.4726,1764085826441,1764085870436,24714.949999999997,-4.848999999999905,CLOSED,TREND_FOLLOW
5497147b-d469-42bd-8f37-b53cbe2d9cf4,NAS100,BUY,24742.6,0.13,0.13,24793.7814,1764085007103,1764085706226,24793.25,6.5,CLOSED,TREND_FOLLOW
02dd4253-e6c1-46b8-ade6-6e256c5d4d6d,NAS100,BUY,24761.4,0.13,0.13,24724.257900000004,1764084820982,1764084915370,24724.449999999997,-4.888000000000284,CLOSED,TREND_FOLLOW
97582d1a-00eb-4ad2-8872-bcfb5055b12c,XAU/USD,BUY,4127.56,0.79,0.79,4121.368660000001,1764084466935,1764086165752,4121.735000000001,-4.984900000000317,CLOSED,AI_AGENT
74a04f28-105b-45a2-add6-e55b6601bc06,NAS100,BUY,24696.8,0.13,0.13,24748.826399999998,1764084406797,1764084780524,24746.949999999997,6.4350000000000005,CLOSED,TREND_FOLLOW
28d45052-a066-4399-82e9-1405eb448d9a,NAS100,SELL,24663.3,0.13,0.13,24700.29495,1764084214472,1764084390237,24699.949999999997,-4.848999999999905,CLOSED,AI_AGENT
d1879340-ce00-446d-9db9-c95863db4fdb,NAS100,SELL,24699.6,0.13,0.13,24672.948299999996,1764083639450,1764084210592,24673.75,3.275999999999622,CLOSED,TREND_FOLLOW
701d23c0-a933-4c01-a002-18454ebede23,XAU/USD,SELL,4128.42,0.8,0.8,4134.6126300000005,1764083508915,1764084417774,4128.145,0.21999999999970898,CLOSED,TREND_FOLLOW
18ac6dba-8c33-473a-8edd-4c318b807d1b,NAS100,SELL,24671.6,0.13,0.13,24708.6074,1764083506581,1764083613555,24709.35,-5.005,CLOSED,TREND_FOLLOW
f700007c-0769-4260-800f-f19f4c867030,NAS100,BUY,24801.5,0.13,0.13,24764.29775,1764080505147,1764081054349,24764.449999999997,-4.901000000000095,CLOSED,NY_ORB
